,SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,AGE,ECHEANCE,INCOME_CREDIT_PERC,DAYS_EMPLOYED_PERC,INCOME_PER_PERSON,ANNUITY_INCOME_PERC,PAYMENT_RATE,PREVIOUS_LOANS_COUNT,PREV_BUR_MEAN_DAYS_CREDIT,PREV_BUR_MEAN_CREDIT_DAY_OVERDUE,PREV_BUR_MEAN_DAYS_CREDIT_ENDDATE,PREV_BUR_MEAN_DAYS_ENDDATE_FACT,PREV_BUR_MEAN_AMT_CREDIT_MAX_OVERDUE,PREV_BUR_MEAN_CNT_CREDIT_PROLONG,PREV_BUR_MEAN_AMT_CREDIT_SUM,PREV_BUR_MEAN_AMT_CREDIT_SUM_DEBT,PREV_BUR_MEAN_AMT_CREDIT_SUM_LIMIT,PREV_BUR_MEAN_AMT_CREDIT_SUM_OVERDUE,PREV_BUR_MEAN_DAYS_CREDIT_UPDATE,PREV_BUR_MEAN_AMT_ANNUITY,PREV_BUR_MEAN_MONTHS_BALANCE_MEAN,PREVIOUS_APPLICATION_COUNT,PREV_APPL_MEAN_AMT_ANNUITY,PREV_APPL_MEAN_AMT_APPLICATION,PREV_APPL_MEAN_AMT_CREDIT,PREV_APPL_MEAN_AMT_DOWN_PAYMENT,PREV_APPL_MEAN_AMT_GOODS_PRICE,PREV_APPL_MEAN_HOUR_APPR_PROCESS_START,PREV_APPL_MEAN_NFLAG_LAST_APPL_IN_DAY,PREV_APPL_MEAN_RATE_DOWN_PAYMENT,PREV_APPL_MEAN_RATE_INTEREST_PRIMARY,PREV_APPL_MEAN_RATE_INTEREST_PRIVILEGED,PREV_APPL_MEAN_DAYS_DECISION,PREV_APPL_MEAN_SELLERPLACE_AREA,PREV_APPL_MEAN_CNT_PAYMENT,PREV_APPL_MEAN_DAYS_FIRST_DRAWING,PREV_APPL_MEAN_DAYS_FIRST_DUE,PREV_APPL_MEAN_DAYS_LAST_DUE_1ST_VERSION,PREV_APPL_MEAN_DAYS_LAST_DUE,PREV_APPL_MEAN_DAYS_TERMINATION,PREV_APPL_MEAN_NFLAG_INSURED_ON_APPROVAL,PREV_APPL_MEAN_CARD_MEAN_MONTHS_BALANCE,PREV_APPL_MEAN_CARD_MEAN_AMT_BALANCE,PREV_APPL_MEAN_CARD_MEAN_AMT_CREDIT_LIMIT_ACTUAL,PREV_APPL_MEAN_CARD_MEAN_AMT_DRAWINGS_ATM_CURRENT,PREV_APPL_MEAN_CARD_MEAN_AMT_DRAWINGS_CURRENT,PREV_APPL_MEAN_CARD_MEAN_AMT_DRAWINGS_OTHER_CURRENT,PREV_APPL_MEAN_CARD_MEAN_AMT_DRAWINGS_POS_CURRENT,PREV_APPL_MEAN_CARD_MEAN_AMT_INST_MIN_REGULARITY,PREV_APPL_MEAN_CARD_MEAN_AMT_PAYMENT_CURRENT,PREV_APPL_MEAN_CARD_MEAN_AMT_PAYMENT_TOTAL_CURRENT,PREV_APPL_MEAN_CARD_MEAN_AMT_RECEIVABLE_PRINCIPAL,PREV_APPL_MEAN_CARD_MEAN_AMT_RECIVABLE,PREV_APPL_MEAN_CARD_MEAN_AMT_TOTAL_RECEIVABLE,PREV_APPL_MEAN_CARD_MEAN_CNT_DRAWINGS_ATM_CURRENT,PREV_APPL_MEAN_CARD_MEAN_CNT_DRAWINGS_CURRENT,PREV_APPL_MEAN_CARD_MEAN_CNT_DRAWINGS_OTHER_CURRENT,PREV_APPL_MEAN_CARD_MEAN_CNT_DRAWINGS_POS_CURRENT,PREV_APPL_MEAN_CARD_MEAN_CNT_INSTALMENT_MATURE_CUM,PREV_APPL_MEAN_CARD_MEAN_SK_DPD,PREV_APPL_MEAN_CARD_MEAN_SK_DPD_DEF,PREV_APPL_MEAN_INSTALL_MEAN_NUM_INSTALMENT_VERSION,PREV_APPL_MEAN_INSTALL_MEAN_NUM_INSTALMENT_NUMBER,PREV_APPL_MEAN_INSTALL_MEAN_DAYS_INSTALMENT,PREV_APPL_MEAN_INSTALL_MEAN_DAYS_ENTRY_PAYMENT,PREV_APPL_MEAN_INSTALL_MEAN_AMT_INSTALMENT,PREV_APPL_MEAN_INSTALL_MEAN_AMT_PAYMENT,PREV_APPL_MEAN_POS_MEAN_NUM_INSTALMENT_VERSION,PREV_APPL_MEAN_POS_MEAN_NUM_INSTALMENT_NUMBER,PREV_APPL_MEAN_POS_MEAN_DAYS_INSTALMENT,PREV_APPL_MEAN_POS_MEAN_DAYS_ENTRY_PAYMENT,PREV_APPL_MEAN_POS_MEAN_AMT_INSTALMENT,PREV_APPL_MEAN_POS_MEAN_AMT_PAYMENT
14931,117431,0.0,Cash loans,M,N,N,0,103500.0,552555.0,16879.5,477000.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.031329,-19939,,-9962.0,-3433,,1,0,0,1,0,0,,2.0,2,2,WEDNESDAY,10,0,0,0,0,0,0,XNA,,0.2684779242857613,0.4400578303966329,,,0.9682,,,,,,,,,0.0045,,,,,0.9682,,,,,,,,,0.0047,,,,,0.9682,,,,,,,,,0.0046,,,,,0.0036,,No,0.0,0.0,0.0,0.0,-3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,54.62739726027397,32.73527059450813,0.1873116703314602,,51750.0,0.1630869565217391,0.0305480902353611,8.0,-1435.375,0.0,-871.875,-1165.6,,0.0,146558.8125,36295.2,0.0,0.0,-937.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14994,117508,0.0,Cash loans,F,N,N,0,103500.0,474048.0,20214.0,360000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.019101,-14438,-672.0,-7812.0,-529,,1,1,0,1,0,0,Low-skill Laborers,1.0,2,2,TUESDAY,10,0,0,0,0,0,0,Agriculture,,0.181803515939558,0.2837118826350007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,4.0,39.55616438356165,23.45146927871772,0.2183323207776427,0.0465438426374844,103500.0,0.1953043478260869,0.0426412515188335,1.0,-31.0,0.0,334.0,,,0.0,75847.5,75847.5,,0.0,-22.0,8423.46,-0.5,2.0,6179.9625,53977.5,56193.75,0.0,53977.5,13.0,1.0,0.0,,,-205.0,1400.0,4.0,365243.0,182534.0,182639.0,365243.0,365243.0,0.5,-4.5,0.0,112500.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,1.0,3.5,-100.0,-122.83333333333331,10109.925,10109.925,1.0,3.5,-100.0,-122.83333333333331,10109.925,10109.925
15054,117579,0.0,Cash loans,F,N,Y,0,166500.0,254700.0,25321.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.032561,-24190,-2603.0,-3764.0,-4894,,1,1,0,1,1,0,Cleaning staff,1.0,1,1,WEDNESDAY,14,0,0,0,0,0,0,Other,,0.6891717367557492,0.8050196619153701,0.1649,0.1096,0.9935,0.9116,,0.16,0.1379,0.375,0.4167,0.0561,,0.1793,,0.0,0.1681,0.1137,0.9935,0.9151,,0.1611,0.1379,0.375,0.4167,0.0574,,0.1868,,0.0,0.1665,0.1096,0.9935,0.9128,,0.16,0.1379,0.375,0.4167,0.0571,,0.1825,,0.0,reg oper account,terraced house,0.1614,Panel,No,0.0,0.0,0.0,0.0,-1668.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,7.0,66.27397260273973,10.058645814821396,0.6537102473498233,0.1076064489458454,166500.0,0.1520810810810811,0.099416961130742,,,,,,,,,,,,,,,20.0,29995.466785714285,192507.975,206711.775,7500.0,275011.39285714284,12.35,1.0,0.0351834916003084,,,-854.3,53.0,12.285714285714286,365243.0,-1133.0833333333333,-793.0833333333334,29569.58333333333,29575.25,0.9166666666666666,,,,,,,,,,,,,,,,,,,,,1.1290343915343917,5.450347222222223,-1000.8854166666666,-1010.6029431216932,37707.41513467262,36926.92016592262,1.1290343915343917,5.450347222222223,-1000.8854166666666,-1010.6029431216932,37707.41513467262,36926.92016592262
15060,117585,0.0,Cash loans,F,Y,Y,0,360000.0,755190.0,36459.0,675000.0,Unaccompanied,Working,Higher education,Separated,House / apartment,0.022625,-18403,-4704.0,-2717.0,-1939,7.0,1,1,0,1,0,0,Managers,1.0,2,2,FRIDAY,12,0,0,0,0,0,0,Business Entity Type 3,,0.6369515910874088,0.5971924268337128,0.1356,0.0428,0.994,0.932,0.0296,0.12,0.1034,0.3333,0.375,,0.0765,0.186,0.0695,0.2478,0.1145,0.0444,0.993,0.9347,0.0298,0.1208,0.1034,0.3333,0.375,,0.0836,0.1938,0.07,0.2624,0.1369,0.0428,0.994,0.9329,0.0298,0.12,0.1034,0.3333,0.375,,0.0778,0.1894,0.0699,0.253,reg oper account,block of flats,0.2164,"Stone, brick",No,0.0,0.0,0.0,0.0,-883.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,50.41917808219178,20.71340409775364,0.4767012275056608,0.2556104982883225,360000.0,0.101275,0.0482779168156358,3.0,-686.0,0.0,1508.0,,0.0,0.0,518897.415,410500.5,0.0,0.0,-493.0,28431.0,-16.5,10.0,33617.01857142857,188377.2,203816.7,11358.0,269110.28571428574,14.5,1.0,0.2119239422207581,,,-554.0,4.0,7.428571428571429,273836.75,-532.0,91185.5,90960.5,90964.0,0.5,-7.5,6274.02,135000.0,0.0,16689.6825,0.0,18206.926363636365,829.44375,20449.521818181816,18316.02,6140.52,6140.52,6140.52,0.0,1.75,0.0,1.9090909090909087,4.5,0.0,0.0,1.1041666666666663,6.125,-452.1379310344828,-461.4346264367816,74999.88413793105,74999.88413793105,1.1041666666666663,6.125,-452.1379310344828,-461.4346264367816,74999.88413793105,74999.88413793105
15158,117702,0.0,Cash loans,F,Y,Y,1,81000.0,227493.0,16177.5,207000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.031329,-14747,-3610.0,-949.0,-386,10.0,1,1,0,1,0,0,Laborers,3.0,2,2,SATURDAY,14,0,0,0,1,1,0,Business Entity Type 3,0.4524642841803481,0.2309353011064353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2511.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,40.4027397260274,14.06230876216968,0.3560549115796969,0.2447955516376212,27000.0,0.1997222222222222,0.0711120781738339,1.0,-190.0,0.0,3481.0,,,0.0,2700000.0,2656638.0,0.0,0.0,-30.0,,,5.0,10184.795999999998,57068.1,57954.6,2196.0,57068.1,9.6,1.0,0.0460220107133403,,,-2694.4,1500.0,6.6,365243.0,-2663.4,-2495.4,-2495.4,-2458.8,1.0,,,,,,,,,,,,,,,,,,,,,1.0,3.8,-2579.4,-2585.555,10181.6079,10181.6079,1.0,3.8,-2579.4,-2585.555,10181.6079,10181.6079
15214,117765,0.0,Cash loans,F,N,N,0,130500.0,961146.0,26559.0,688500.0,"Spouse, partner",Working,Higher education,Married,House / apartment,0.028663,-10633,-1077.0,-731.0,-1743,,1,1,1,1,1,0,Accountants,2.0,2,2,THURSDAY,17,0,0,0,0,0,0,Restaurant,0.2570078772527677,0.5957073272830279,0.4066174366275036,0.0402,0.0655,0.9866,0.8164,0.0194,0.04,0.0345,0.3333,0.375,0.0672,0.0311,0.0484,0.0077,0.0113,0.041,0.0679,0.9866,0.8236,0.0196,0.0403,0.0345,0.3333,0.375,0.0688,0.034,0.0504,0.0078,0.012,0.0406,0.0655,0.9866,0.8189,0.0195,0.04,0.0345,0.3333,0.375,0.0684,0.0316,0.0492,0.0078,0.0116,reg oper account,block of flats,0.0626,"Stone, brick",No,1.0,1.0,1.0,1.0,-1211.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,29.13150684931507,36.18908844459505,0.1357754180946495,0.1012884416439386,65250.0,0.2035172413793103,0.0276326385377455,6.0,-663.5,0.0,-158.33333333333334,-358.75,4419.69,0.0,125047.59,41925.6,0.0,0.0,-248.0,,,3.0,9395.37,78600.0,73915.5,6264.0,78600.0,13.333333333333334,1.0,0.0726060606060606,,,-1643.3333333333333,120.33333333333331,10.0,365243.0,-1597.6666666666667,-1327.6666666666667,-1327.6666666666667,-1321.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,1.0,5.666666666666667,-1457.6666666666667,-1474.4074074074076,9390.985,7875.115000000001,1.0,5.666666666666667,-1457.6666666666667,-1474.4074074074076,9390.985,7875.115000000001
15230,117782,0.0,Cash loans,F,N,Y,0,135000.0,679500.0,28786.5,679500.0,Unaccompanied,Working,Higher education,Civil marriage,House / apartment,0.010006,-11904,-1057.0,-6231.0,-2218,,1,1,1,1,0,0,Laborers,2.0,2,2,WEDNESDAY,10,0,0,0,0,0,0,Business Entity Type 1,0.4556283820759654,0.6263131549392167,0.7826078370261895,0.0619,0.0554,0.9836,0.7756,0.0716,0.0,0.1379,0.1667,0.2083,0.0534,0.0504,0.0527,0.0,0.0,0.063,0.0575,0.9836,0.7844,0.0722,0.0,0.1379,0.1667,0.2083,0.0547,0.0551,0.055,0.0,0.0,0.0625,0.0554,0.9836,0.7786,0.072,0.0,0.1379,0.1667,0.2083,0.0544,0.0513,0.0537,0.0,0.0,reg oper account,block of flats,0.0806,Block,No,0.0,0.0,0.0,0.0,-509.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,32.61369863013699,23.604814756917303,0.1986754966887417,0.0887936827956989,67500.0,0.2132333333333333,0.042364238410596,4.0,-2021.75,0.0,-1773.6666666666667,-1427.0,0.0,0.0,74304.0,0.0,0.0,0.0,-1209.5,,,5.0,10654.2,96192.0,92201.4,9454.5,96192.0,12.6,1.0,0.1167501304288151,,,-1024.8,1091.0,10.4,365243.0,-990.4,-708.4,72321.6,72325.2,0.2,,,,,,,,,,,,,,,,,,,,,1.022222222222222,5.375647881530234,-859.130563554093,-885.2019973490562,10752.028242287124,8920.510805018512,1.022222222222222,5.375647881530234,-859.130563554093,-885.2019973490562,10752.028242287124,8920.510805018512
15256,117813,0.0,Cash loans,F,N,Y,1,112500.0,288562.5,20911.5,261000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0105,-10682,-3453.0,-4634.0,-965,,1,1,0,1,0,0,Laborers,3.0,3,3,WEDNESDAY,13,0,0,0,0,0,0,Self-employed,0.3849984209849428,0.2779826296120643,0.0625244732919708,0.0722,0.0591,0.9762,0.6736,0.0263,0.0,0.1379,0.1667,0.2083,0.0153,0.0588,0.0701,0.0,0.0,0.0735,0.0613,0.9762,0.6864,0.0266,0.0,0.1379,0.1667,0.2083,0.0157,0.0643,0.073,0.0,0.0,0.0729,0.0591,0.9762,0.6779999999999999,0.0265,0.0,0.1379,0.1667,0.2083,0.0156,0.0599,0.0713,0.0,0.0,reg oper account,block of flats,0.0695,"Stone, brick",No,5.0,1.0,5.0,0.0,-1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,29.265753424657536,13.79922530664945,0.3898635477582846,0.3232540722711103,37500.0,0.18588,0.0724678362573099,8.0,-1353.0,0.0,610.375,-1355.3333333333333,18949.5,0.0,155007.0,21048.0,0.0,0.0,-1028.75,,,3.0,4307.85,30652.5,30975.0,1875.0,30652.5,14.333333333333334,1.0,0.0682967939170355,,,-2342.0,185.33333333333331,9.333333333333334,365243.0,-2298.0,-2048.0,-2058.0,-2054.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,1.0476190476190477,5.045454545454546,-2176.6363636363635,-2193.8852813852814,4555.176545454546,4397.879727272727,1.0476190476190477,5.045454545454546,-2176.6363636363635,-2193.8852813852814,4555.176545454546,4397.879727272727
15281,117842,1.0,Cash loans,F,Y,N,0,180000.0,1125000.0,33021.0,1125000.0,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,0.026392,-14463,-865.0,-904.0,-4300,9.0,1,1,0,1,0,0,Laborers,2.0,2,2,THURSDAY,10,0,0,0,0,0,0,Business Entity Type 2,,0.3436240733674448,0.5656079814115492,0.333,,0.9856,,,0.36,0.3103,0.3333,,,,0.3601,,0.0,0.3393,,0.9856,,,0.3625,0.3103,0.3333,,,,0.3752,,0.0,0.3362,,0.9856,,,0.36,0.3103,0.3333,,,,0.3666,,0.0,,block of flats,0.3369,Panel,No,5.0,2.0,5.0,2.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,39.62465753424657,34.06922867266285,0.16,0.0598077853833921,90000.0,0.18345,0.029352,5.0,-452.4,0.0,6152.0,-432.3333333333333,0.0,0.0,301220.1,114983.1,0.0,0.0,-261.6,,,4.0,8846.56125,74776.5,73730.25,5987.25,74776.5,13.75,1.0,0.0774372911975929,,,-1038.0,1356.0,10.0,365243.0,-1005.25,-735.25,90553.25,90559.0,0.25,,,,,,,,,,,,,,,,,,,,,1.164141414141414,5.0,-885.25,-898.5637626262626,8950.687670454545,8950.687670454545,1.164141414141414,5.0,-885.25,-898.5637626262626,8950.687670454545,8950.687670454545
15294,117858,0.0,Cash loans,M,Y,N,0,225000.0,490495.5,45990.0,454500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.009175,-12623,-586.0,-1009.0,-2493,7.0,1,1,1,1,1,0,,2.0,2,2,TUESDAY,18,0,0,0,1,1,0,Business Entity Type 3,,0.7088036537692386,0.4686596550493113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,34.583561643835615,10.665264187866928,0.4587198047688511,0.0464231957537827,112500.0,0.2044,0.0937623280947531,3.0,-249.33333333333331,0.0,898.0,-284.0,0.0,0.0,239850.0,69984.0,0.0,0.0,-105.33333333333331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15337,117903,0.0,Revolving loans,F,N,Y,0,112500.0,315000.0,15750.0,315000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.020713,-20024,-3013.0,-5753.0,-3082,,1,1,0,1,0,0,Core staff,2.0,3,3,FRIDAY,13,0,0,0,0,0,0,School,,0.1659862594494778,0.3312508645909018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,54.86027397260274,20.0,0.3571428571428571,0.1504694366759888,56250.0,0.14,0.05,3.0,-1534.0,0.0,-932.3333333333334,-1549.5,,0.0,331350.0,229302.0,0.0,0.0,-1042.0,,,1.0,9092.43,119700.0,95760.0,23940.0,119700.0,14.0,1.0,0.2178181818181818,,,-263.0,200.0,12.0,365243.0,-222.0,108.0,365243.0,365243.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,4.5,-117.0,-183.25,9092.43,9092.43,1.0,4.5,-117.0,-183.25,9092.43,9092.43
15404,117978,0.0,Cash loans,M,Y,Y,1,405000.0,938304.0,50121.0,810000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.018801,-12511,-1230.0,-6019.0,-4076,20.0,1,1,0,1,0,0,Managers,3.0,2,2,WEDNESDAY,12,0,0,0,0,0,0,Self-employed,,0.5302242563526002,0.4507472818545589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1711.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,34.276712328767125,18.720775722750943,0.4316298342541436,0.0983134841339621,135000.0,0.1237555555555555,0.0534165899324739,5.0,-1416.2,0.0,-620.4,-1378.3333333333333,0.0,0.0,517500.0,150891.3,0.0,0.0,-720.2,,,7.0,31952.94,318214.28571428574,377040.8571428572,0.0,445500.0,9.857142857142858,1.0,0.0,,,-1434.857142857143,-1.0,14.0,365243.0,-1502.8333333333333,59899.333333333336,59740.833333333336,120751.66666666669,0.8333333333333334,-22.5,21.428571428571427,205714.2857142857,,0.0,,,18.0,18.0,10.714285714285714,0.0,21.428571428571427,21.428571428571427,,0.0,,,1.0,0.0,0.0,0.8412698412698413,7.077922077922078,-1320.495670995671,-1326.24512987013,30094.47125,28021.29602272727,0.8412698412698413,7.077922077922078,-1320.495670995671,-1326.24512987013,30094.47125,28021.29602272727
15409,117985,0.0,Cash loans,F,N,Y,0,54000.0,1288350.0,37800.0,1125000.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.0116569999999999,-20336,,-913.0,-2876,,1,0,0,1,1,0,,2.0,1,1,SUNDAY,10,1,0,0,0,0,0,XNA,,0.7362610439356493,0.6161216908872079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,5.0,0.0,-625.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,2.0,55.71506849315068,34.083333333333336,0.0419140761439049,,27000.0,0.7,0.0293398533007334,3.0,-743.0,0.0,-66.33333333333333,-646.0,,0.0,248710.5,67981.5,0.0,0.0,-434.3333333333333,,,2.0,8441.0325,71795.25,73311.75,3375.0,71795.25,10.5,1.0,0.072169834053559,,,-513.0,403.5,11.0,365243.0,-478.0,-178.0,-178.0,-175.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,6.0,-328.0,-342.31666666666666,8437.988625,8437.988625,1.0,6.0,-328.0,-342.31666666666666,8437.988625,8437.988625
15458,118039,0.0,Cash loans,F,N,Y,0,135000.0,284400.0,16456.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.010556,-23953,-4186.0,-5836.0,-4194,,1,1,0,1,0,0,Medicine staff,1.0,3,3,TUESDAY,10,0,0,0,0,0,0,Medicine,,0.2208530145769202,0.6178261467332483,0.1206,0.1107,0.9811,,,0.0,0.2759,0.1667,,0.1936,,0.1121,,0.155,0.1229,0.1149,0.9811,,,0.0,0.2759,0.1667,,0.198,,0.1168,,0.1641,0.1218,0.1107,0.9811,,,0.0,0.2759,0.1667,,0.197,,0.1141,,0.1583,reg oper account,block of flats,0.1219,Panel,No,1.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,65.62465753424658,17.28192507519825,0.4746835443037974,0.1747589028514173,135000.0,0.1219,0.0578639240506329,2.0,-1124.5,0.0,-1030.0,-1025.5,0.0,0.0,27945.0,0.0,0.0,0.0,-882.0,,,2.0,6318.7425,75519.0,51889.5,27677.25,75519.0,13.5,1.0,0.4471733210648504,,,-305.0,560.0,9.0,365243.0,-271.5,-31.5,182501.5,182505.0,0.5,,,,,,,,,,,,,,,,,,,,,1.1,3.25,-204.0,-217.9,6690.078,6690.078,1.1,3.25,-204.0,-217.9,6690.078,6690.078
